pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,rowupdate
Kepler-1514 c,Kepler-1514,1,1,2,0,Transit,2020,Kepler,10.51418100,0.00003900,-0.00003900,0,0.099700,0.001800,-0.001800,0,1.176,0.057,-0.044,0,,,,,,,,,0.320000,0.350000,-0.190000,0,1066,16,-14,0,87.980,1.200,-0.400,0,0.0000,120.0000,-160.0000,0,,6145.00,99.00,-80.00,0,1.29,0.03,-0.03,0,1.20,0.07,-0.06,0,19h30m30.60s,292.6274943,+37d51m36.60s,37.8601653,397.2920000,4.1220000,-4.0390000,2021-01-05
Kepler-1515 b,Kepler-1515,1,1,1,0,Transit,2016,Kepler,214.31141640,0.00012750,-0.00012750,0,,,,,9.550,0.770,-0.640,0,,,,,,,,,,,,,,,,,,,,,,,,,,6511.00,94.24,-81.34,0,1.41,0.11,-0.10,0,1.30,0.06,-0.05,0,19h23m53.74s,290.9739057,+48d10m41.54s,48.1782059,539.3210000,6.6030000,-6.4480000,2016-05-06
Kepler-1516 b,Kepler-1516,1,1,1,0,Transit,2016,Kepler,7.25931979,0.00003612,-0.00003612,0,,,,,1.750,0.490,-0.190,0,,,,,,,,,,,,,,,,,,,,,,,,,,5904.00,92.11,-142.16,0,1.07,0.23,-0.12,0,1.04,0.07,-0.06,0,19h25m58.70s,291.4945795,+44d31m24.32s,44.5234227,1358.9500000,43.6700000,-41.0700000,2016-05-06
Kepler-1517 b,Kepler-1517,1,1,1,0,Transit,2016,Kepler,5.54608367,0.00000709,-0.00000709,0,,,,,9.760,2.790,-1.930,0,,,,,,,,,,,,,,,,,,,,,,,,,,7010.00,117.01,-113.20,0,1.95,0.53,-0.37,0,1.58,0.18,-0.15,0,19h11m13.73s,287.8072115,+43d11m19.68s,43.1888008,847.2990000,14.5040000,-14.0330000,2016-05-06
Kepler-1518 b,Kepler-1518,1,1,1,0,Transit,2016,Kepler,5.11177904,0.00005083,-0.00005083,0,,,,,3.050,0.920,-0.630,0,,,,,,,,,,,,,,,,,,,,,,,,,,6846.00,320.29,-290.12,0,1.88,0.61,-0.38,0,1.54,0.21,-0.18,0,20h01m19.76s,300.3323404,+44d59m09.98s,44.9861065,903.5100000,12.1240000,-11.8120000,2016-05-06
Kepler-1519 b,Kepler-1519,1,1,1,0,Transit,2016,Kepler,240.79893970,0.00061170,-0.00061170,0,,,,,7.060,0.810,-0.540,0,,,,,,,,,,,,,,,,,,,,,,,,,,5644.00,138.77,-112.71,0,0.91,0.10,-0.07,0,0.94,0.06,-0.06,0,19h46m40.31s,296.6679448,+49d27m42.40s,49.4617774,1441.6300000,45.9300000,-43.2300000,2016-05-06
Kepler-152 b,Kepler-152,1,1,2,0,Transit,2014,Kepler,18.20797300,0.00002300,-0.00002300,0,0.124000,,,0,2.790,0.170,-0.170,0,,,,,,,,,,,,,,,,,,,,,,,,,,5088.00,100.00,-100.00,0,0.72,0.04,-0.04,0,,,,,19h07m27.69s,286.8653826,+41d59m20.25s,41.9889571,441.0900000,3.1370000,-3.1370000,2014-05-14
Kepler-152 c,Kepler-152,1,1,2,0,Transit,2014,Kepler,88.25505500,0.00030900,-0.00030900,0,0.356000,,,0,2.390,0.160,-0.160,0,,,,,,,,,,,,,,,,,,,,,,,,,,5088.00,100.00,-100.00,0,0.72,0.04,-0.04,0,,,,,19h07m27.69s,286.8653826,+41d59m20.25s,41.9889571,441.0900000,3.1370000,-3.1370000,2014-05-14
Kepler-1520 b,Kepler-1520,1,1,1,0,Transit,2016,Kepler,0.65355357,0.00000016,-0.00000016,0,,,,,5.770,0.220,-0.300,0,,,,,,,,,,,,,,,,,,,,,,,,,,4677.00,82.29,-71.28,0,0.71,0.03,-0.03,0,0.76,0.03,-0.04,0,19h23m51.89s,290.9662102,+51d30m17.16s,51.5047656,607.9170000,11.4560000,-11.0470000,2016-05-06
Kepler-1521 b,Kepler-1521,1,1,1,0,Transit,2016,Kepler,47.14840805,0.00007919,-0.00007919,0,,,,,2.500,0.090,-0.100,0,,,,,,,,,,,,,,,,,,,,,,,,,,5042.00,73.64,-58.14,0,0.76,0.02,-0.03,0,0.81,0.03,-0.04,0,19h30m45.69s,292.6903779,+37d50m06.20s,37.8350549,206.9830000,1.1250000,-1.1130000,2016-05-06
Kepler-1522 b,Kepler-1522,1,1,1,0,Transit,2016,Kepler,1.84788917,0.00000272,-0.00000272,0,,,,,1.730,0.230,-0.140,0,,,,,,,,,,,,,,,,,,,,,,,,,,5706.00,131.97,-100.71,0,0.93,0.12,-0.07,0,0.96,0.06,-0.06,0,19h19m22.38s,289.8432347,+52d04m12.75s,52.0702094,814.1250000,11.0100000,-11.0100000,2016-05-06
Kepler-1523 b,Kepler-1523,1,1,1,0,Transit,2016,Kepler,0.93875077,0.00000116,-0.00000116,0,,,,,1.580,0.270,-0.150,0,,,,,,,,,,,,,,,,,,,,,,,,,,5708.00,150.00,-158.59,0,0.96,0.16,-0.09,0,0.97,0.07,-0.06,0,19h44m12.98s,296.0540705,+45d49m37.36s,45.8270447,865.5960000,17.8910000,-17.8910000,2016-05-06
Kepler-1524 b,Kepler-1524,1,1,1,0,Transit,2016,Kepler,70.96746030,0.00017230,-0.00017230,0,,,,,3.540,1.470,-0.540,0,,,,,,,,,,,,,,,,,,,,,,,,,,6179.00,148.99,-210.53,0,1.25,0.52,-0.19,0,1.17,0.18,-0.10,0,19h35m32.49s,293.8853557,+39d31m11.41s,39.5198348,381.7730000,3.3440000,-3.2880000,2016-05-06
Kepler-1525 b,Kepler-1525,1,1,1,0,Transit,2016,Kepler,2.41660118,0.00000528,-0.00000528,0,,,,,0.910,0.060,-0.040,0,,,,,,,,,,,,,,,,,,,,,,,,,,5748.00,70.33,-66.29,0,1.04,0.06,-0.04,0,1.07,0.03,-0.03,0,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.9890000,3.1110000,-3.0630000,2016-05-06
Kepler-1526 b,Kepler-1526,1,1,1,0,Transit,2016,Kepler,3.90863200,0.00000740,-0.00000740,0,,,,,2.430,0.090,-0.390,0,,,,,,,,,,,,,,,,,,,,,,,,,,4601.00,88.57,-73.91,0,0.69,0.03,-0.03,0,0.73,0.03,-0.04,0,19h00m28.73s,285.1197266,+38d51m59.26s,38.8664618,555.5740000,10.3980000,-10.0280000,2016-05-06
Kepler-1527 b,Kepler-1527,1,1,1,0,Transit,2016,Kepler,160.12991800,0.00174200,-0.00174200,0,,,,,4.770,1.950,-0.750,0,,,,,,,,,,,,,,,,,,,,,,,,,,6224.00,111.75,-166.75,0,1.32,0.52,-0.20,0,1.21,0.17,-0.10,0,19h49m39.47s,297.4144457,+46d03m38.91s,46.0608077,1842.1300000,105.5600000,-94.9000000,2016-05-06
Kepler-1528 b,Kepler-1528,1,1,1,0,Transit,2016,Kepler,1.79111021,0.00000770,-0.00000770,0,,,,,1.460,0.250,-0.130,0,,,,,,,,,,,,,,,,,,,,,,,,,,5857.00,88.96,-92.52,0,1.03,0.17,-0.09,0,1.03,0.06,-0.06,0,19h09m36.72s,287.4029864,+46d34m26.43s,46.5740084,817.5340000,12.4040000,-12.0440000,2016-05-06
Kepler-1529 b,Kepler-1529,1,1,1,0,Transit,2016,Kepler,5.33905686,0.00001277,-0.00001277,0,,,,,2.100,0.150,-0.110,0,,,,,,,,,,,,,,,,,,,,,,,,,,5048.00,65.08,-97.92,0,0.77,0.03,-0.04,0,0.81,0.04,-0.04,0,19h19m28.98s,289.8707469,+41d02m26.69s,41.0407482,661.0140000,11.1870000,-10.8270000,2016-05-06
Kepler-153 b,Kepler-153,1,1,2,0,Transit,2014,Kepler,18.87022700,0.00003900,-0.00003900,0,0.129000,,,0,2.920,1.760,-1.760,0,,,,,,,,,,,,,,,,,,,,,,,,,,5404.00,200.00,-200.00,0,0.89,0.54,-0.54,0,,,,,18h49m50.52s,282.4605020,+48d15m25.31s,48.2570293,459.3680000,3.4390000,-3.3890000,2014-05-14
Kepler-153 c,Kepler-153,1,1,2,0,Transit,2014,Kepler,46.90232000,0.00021500,-0.00021500,0,0.237000,,,0,2.530,1.520,-1.520,0,,,,,,,,,,,,,,,,,,,,,,,,,,5404.00,200.00,-200.00,0,0.89,0.54,-0.54,0,,,,,18h49m50.52s,282.4605020,+48d15m25.31s,48.2570293,459.3680000,3.4390000,-3.3890000,2014-05-14
Kepler-1530 b,Kepler-1530,1,1,2,0,Transit,2016,Kepler,2.59044340,0.00017150,-0.00017150,0,,,,,1.640,0.210,-0.110,0,,,,,,,,,,,,,,,,,,,,,,,,,,5477.00,62.89,-65.13,0,0.88,0.09,-0.05,0,0.92,0.04,-0.04,0,19h12m38.99s,288.1624396,+48d09m54.55s,48.1651530,489.8760000,3.8095000,-3.8095000,2016-05-06
Kepler-1530 c,Kepler-1530,1,1,2,0,Transit,2016,Kepler,5.32274060,0.00063310,-0.00063310,0,,,,,1.650,0.240,-0.110,0,,,,,,,,,,,,,,,,,,,,,,,,,,5477.00,62.89,-65.13,0,0.88,0.09,-0.05,0,0.92,0.04,-0.04,0,19h12m38.99s,288.1624396,+48d09m54.55s,48.1651530,489.8760000,3.8095000,-3.8095000,2016-05-06
Kepler-1531 b,Kepler-1531,1,1,1,0,Transit,2016,Kepler,1.13854338,0.00000259,-0.00000259,0,,,,,1.110,0.480,-0.180,0,,,,,,,,,,,,,,,,,,,,,,,,,,6260.00,161.61,-182.91,0,1.27,0.55,-0.21,0,1.16,0.20,-0.12,0,19h00m35.19s,285.1466220,+39d22m14.90s,39.3708055,666.3340000,5.5750000,-5.4850000,2016-05-06
Kepler-1532 b,Kepler-1532,1,1,1,0,Transit,2016,Kepler,1.09366356,0.00000216,-0.00000216,0,,,,,1.350,0.180,-0.120,0,,,,,,,,,,,,,,,,,,,,,,,,,,5559.00,129.54,-75.54,0,0.88,0.11,-0.07,0,0.91,0.06,-0.06,0,19h47m36.67s,296.9027840,+41d11m53.31s,41.1981424,798.2460000,14.9080000,-14.3800000,2016-05-06
Kepler-1533 b,Kepler-1533,1,1,1,0,Transit,2016,Kepler,308.54710000,0.00241500,-0.00241500,0,,,,,3.460,1.490,-0.680,0,,,,,,,,,,,,,,,,,,,,,,,,,,6431.00,243.97,-226.69,0,1.51,0.65,-0.30,0,1.31,0.22,-0.15,0,19h43m54.14s,295.9755645,+44d42m48.15s,44.7133739,966.8010000,18.5840000,-17.9070000,2016-05-06
Kepler-1534 b,Kepler-1534,1,1,1,0,Transit,2016,Kepler,5.71668872,0.00002925,-0.00002925,0,,,,,1.890,0.220,-0.150,0,,,,,,,,,,,,,,,,,,,,,,,,,,5442.00,130.03,-110.47,0,0.86,0.09,-0.06,0,0.90,0.05,-0.05,0,19h29m34.89s,292.3953730,+43d52m08.88s,43.8691326,,,,2016-05-06
Kepler-1535 b,Kepler-1535,1,1,1,0,Transit,2016,Kepler,138.94420000,0.00121400,-0.00121400,0,,,,,2.550,0.250,-0.190,0,,,,,,,,,,,,,,,,,,,,,,,,,,6021.00,94.56,-92.04,0,1.11,0.10,-0.08,0,1.08,0.04,-0.04,0,19h06m27.28s,286.6136850,+38d53m31.02s,38.8919507,897.7330000,14.4560000,-14.0130000,2016-05-06
Kepler-1536 b,Kepler-1536,1,1,1,0,Transit,2016,Kepler,364.75803100,0.00582000,-0.00582000,0,,,,,3.140,0.360,-0.530,0,,,,,,,,,,,,,,,,,,,,,,,,,,4434.00,69.95,-76.77,0,0.67,0.03,-0.04,0,0.71,0.04,-0.05,0,19h26m20.46s,291.5852554,+45d42m57.15s,45.7158742,387.2480000,4.6545000,-4.6545000,2016-05-06
Kepler-1537 b,Kepler-1537,1,1,1,0,Transit,2016,Kepler,1.44445380,0.00000233,-0.00000233,0,,,,,1.180,0.060,-0.090,0,,,,,,,,,,,,,,,,,,,,,,,,,,5079.00,106.90,-78.80,0,0.77,0.04,-0.04,0,0.81,0.04,-0.05,0,19h37m32.49s,294.3853917,+43d49m31.61s,43.8254461,517.2920000,5.8520000,-5.7260000,2016-05-06
Kepler-1538 b,Kepler-1538,1,1,1,0,Transit,2016,Kepler,175.13881900,0.00280700,-0.00280700,0,,,,,2.820,0.700,-0.310,0,,,,,,,,,,,,,,,,,,,,,,,,,,5837.00,68.83,-71.61,0,1.03,0.26,-0.09,0,1.03,0.05,-0.06,0,18h53m22.95s,283.3456110,+45d16m27.69s,45.2743573,1125.3000000,31.3100000,-29.7000000,2016-05-06
Kepler-1539 b,Kepler-1539,1,1,1,0,Transit,2016,Kepler,133.30367410,0.00088430,-0.00088430,0,,,,,2.700,0.190,-0.150,0,,,,,,,,,,,,,,,,,,,,,,,,,,5176.00,55.53,-57.95,0,0.80,0.05,-0.04,0,0.84,0.04,-0.04,0,18h56m52.67s,284.2194566,+44d16m06.65s,44.2685146,748.3260000,16.6220000,-15.9260000,2016-05-06
Kepler-154 b,Kepler-154,1,1,5,0,Transit,2014,Kepler,33.04053200,0.00021500,-0.00021500,0,0.198000,,,0,2.260,0.440,-0.440,0,,,,,,,,,,,,,,,,,,,,,,,,,,5690.00,108.00,-108.00,0,1.00,0.19,-0.19,0,,,,,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.2120000,16.9200000,-16.3270000,2014-05-14
Kepler-154 c,Kepler-154,1,1,5,0,Transit,2014,Kepler,62.30327600,0.00040600,-0.00040600,0,0.303000,,,0,2.950,0.620,-0.620,0,,,,,,,,,,,,,,,,,,,,,,,,,,5690.00,108.00,-108.00,0,1.00,0.19,-0.19,0,,,,,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.2120000,16.9200000,-16.3270000,2014-05-14
Kepler-154 d,Kepler-154,1,1,5,0,Transit,2016,Kepler,20.54981883,0.00002572,-0.00002572,0,,,,,3.840,0.320,-0.240,0,,,,,,,,,,,,,,,,,,,,,,,,,,5769.00,78.25,-70.85,0,0.98,0.08,-0.06,0,0.98,0.04,-0.04,0,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.2120000,16.9200000,-16.3270000,2016-05-06
Kepler-154 e,Kepler-154,1,1,5,0,Transit,2016,Kepler,3.93276465,0.00001225,-0.00001225,0,,,,,1.500,0.140,-0.120,0,,,,,,,,,,,,,,,,,,,,,,,,,,5769.00,78.25,-70.85,0,0.98,0.08,-0.06,0,0.98,0.04,-0.04,0,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.2120000,16.9200000,-16.3270000,2016-05-06
Kepler-154 f,Kepler-154,1,1,5,0,Transit,2016,Kepler,9.91935684,0.00007788,-0.00007788,0,,,,,1.500,0.340,-0.210,0,,,,,,,,,,,,,,,,,,,,,,,,,,5769.00,78.25,-70.85,0,0.98,0.08,-0.06,0,0.98,0.04,-0.04,0,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.2120000,16.9200000,-16.3270000,2016-05-06
Kepler-1540 b,Kepler-1540,1,2,1,0,Transit,2016,Kepler,125.41311770,0.00041890,-0.00041890,0,,,,,2.490,0.190,-0.140,0,,,,,,,,,,,,,,,,,,,,,,,,,,4540.00,69.37,-88.20,0,0.69,0.03,-0.03,0,0.74,0.03,-0.04,0,18h53m22.69s,283.3445555,+41d12m06.32s,41.2017544,244.9600000,0.9030000,-0.8960000,2016-05-06
Kepler-1541 b,Kepler-1541,1,1,1,0,Transit,2016,Kepler,8.40691199,0.00002698,-0.00002698,0,,,,,1.160,0.100,-0.080,0,,,,,,,,,,,,,,,,,,,,,,,,,,5282.00,75.06,-78.58,0,0.81,0.06,-0.04,0,0.86,0.04,-0.04,0,18h55m08.90s,283.7870875,+48d01m46.57s,48.0296019,416.6920000,2.5355000,-2.5355000,2016-05-06
Kepler-1542 b,Kepler-1542,1,1,4,0,Transit,2016,Kepler,3.95116882,0.00001633,-0.00001633,0,,,,,0.760,0.110,-0.080,0,,,,,,,,,,,,,,,,,,,,,,,,,,5564.00,63.25,-63.29,0,0.99,0.13,-0.09,0,0.94,0.03,-0.03,0,19h02m54.83s,285.7284757,+42d39m16.07s,42.6544651,399.1140000,3.9560000,-3.8800000,2016-05-06
Kepler-1542 c,Kepler-1542,1,1,4,0,Transit,2016,Kepler,2.89223021,0.00001472,-0.00001472,0,,,,,0.650,0.090,-0.060,0,,,,,,,,,,,,,,,,,,,,,,,,,,5564.00,63.25,-63.29,0,0.99,0.13,-0.09,0,0.94,0.03,-0.03,0,19h02m54.83s,285.7284757,+42d39m16.07s,42.6544651,399.1140000,3.9560000,-3.8800000,2016-05-06
Kepler-1542 d,Kepler-1542,1,1,4,0,Transit,2016,Kepler,5.99273738,0.00002260,-0.00002260,0,,,,,0.870,0.120,-0.090,0,,,,,,,,,,,,,,,,,,,,,,,,,,5564.00,63.25,-63.29,0,0.99,0.13,-0.09,0,0.94,0.03,-0.03,0,19h02m54.83s,285.7284757,+42d39m16.07s,42.6544651,399.1140000,3.9560000,-3.8800000,2016-05-06
Kepler-1542 e,Kepler-1542,1,1,4,0,Transit,2016,Kepler,5.10115756,0.00002409,-0.00002409,0,,,,,0.760,0.100,-0.080,0,,,,,,,,,,,,,,,,,,,,,,,,,,5564.00,63.25,-63.29,0,0.99,0.13,-0.09,0,0.94,0.03,-0.03,0,19h02m54.83s,285.7284757,+42d39m16.07s,42.6544651,399.1140000,3.9560000,-3.8800000,2016-05-06
Kepler-1543 b,Kepler-1543,1,1,1,0,Transit,2016,Kepler,6.96710269,0.00003285,-0.00003285,0,,,,,2.710,1.210,-0.510,0,,,,,,,,,,,,,,,,,,,,,,,,,,6561.00,148.25,-171.68,0,1.65,0.74,-0.30,0,1.39,0.23,-0.14,0,19h48m29.83s,297.1242915,+47d02m13.16s,47.0369876,921.7840000,13.9050000,-13.9050000,2016-05-06
Kepler-1544 b,Kepler-1544,1,1,1,0,Transit,2016,Kepler,168.81117400,0.00127100,-0.00127100,0,,,,,1.780,0.090,-0.070,0,,,,,,,,,,,,,,,,,,,,,,,,,,4886.00,73.93,-56.64,0,0.74,0.02,-0.02,0,0.81,0.02,-0.03,0,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,335.0900000,1.6660000,-1.6500000,2016-05-06
Kepler-1545 b,Kepler-1545,1,1,1,0,Transit,2016,Kepler,163.69234900,0.00138300,-0.00138300,0,,,,,2.700,0.220,-0.180,0,,,,,,,,,,,,,,,,,,,,,,,,,,5201.00,136.42,-84.36,0,0.80,0.05,-0.05,0,0.84,0.04,-0.05,0,19h55m35.72s,298.8988313,+47d27m47.05s,47.4630696,729.9640000,12.9055000,-12.9055000,2016-05-06
Kepler-1546 b,Kepler-1546,1,1,1,0,Transit,2016,Kepler,19.59749710,0.00014070,-0.00014070,0,,,,,3.130,0.580,-0.340,0,,,,,,,,,,,,,,,,,,,,,,,,,,5623.00,325.49,-260.22,0,0.93,0.17,-0.09,0,0.95,0.11,-0.07,0,19h50m20.14s,297.5839183,+41d32m28.32s,41.5411993,931.9560000,22.9660000,-21.9050000,2016-05-06
Kepler-1547 b,Kepler-1547,1,1,1,0,Transit,2016,Kepler,0.69297968,0.00000149,-0.00000149,0,,,,,0.900,0.280,-0.120,0,,,,,,,,,,,,,,,,,,,,,,,,,,6078.00,94.46,-139.23,0,1.18,0.36,-0.14,0,1.12,0.10,-0.08,0,18h55m03.37s,283.7640396,+42d13m19.56s,42.2220992,674.6950000,6.0290000,-5.9240000,2016-05-06
Kepler-1548 b,Kepler-1548,1,1,1,0,Transit,2016,Kepler,124.82867900,0.00152400,-0.00152400,0,,,,,2.640,0.540,-0.210,0,,,,,,,,,,,,,,,,,,,,,,,,,,5706.00,63.43,-77.25,0,0.97,0.19,-0.07,0,0.99,0.04,-0.05,0,19h09m53.08s,287.4711817,+46d04m50.05s,46.0805706,872.2790000,18.7950000,-18.0310000,2016-05-06
Kepler-1549 b,Kepler-1549,1,1,1,0,Transit,2016,Kepler,214.88654500,0.00311100,-0.00311100,0,,,,,2.570,0.220,-0.200,0,,,,,,,,,,,,,,,,,,,,,,,,,,5324.00,103.58,-124.08,0,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0,19h04m12.59s,286.0524399,+39d05m45.70s,39.0960281,803.0520000,16.4180000,-15.7850000,2016-05-06
Kepler-155 b,Kepler-155,1,1,2,0,Transit,2014,Kepler,5.93119400,0.00000800,-0.00000800,0,0.056000,,,0,2.090,0.210,-0.210,0,,,,,,,,,,,,,,,,,,,,,,,,,,4508.00,100.00,-100.00,0,0.62,0.03,-0.03,0,,,,,19h13m58.99s,288.4957831,+51d04m54.94s,51.0819286,293.4990000,2.2790000,-2.2790000,2014-05-14
Kepler-155 c,Kepler-155,1,1,2,0,Transit,2014,Kepler,52.66179300,0.00023600,-0.00023600,0,0.242000,,,0,2.240,0.150,-0.150,0,,,,,,,,,,,,,,,,,,,,,,,,,,4508.00,100.00,-100.00,0,0.62,0.03,-0.03,0,,,,,19h13m58.99s,288.4957831,+51d04m54.94s,51.0819286,293.4990000,2.2790000,-2.2790000,2014-05-14
Kepler-1550 b,Kepler-1550,1,1,1,0,Transit,2016,Kepler,225.58280900,0.00384600,-0.00384600,0,,,,,3.020,0.710,-0.380,0,,,,,,,,,,,,,,,,,,,,,,,,,,5991.00,161.09,-159.37,0,1.11,0.26,-0.14,0,1.07,0.10,-0.08,0,19h11m03.51s,287.7646113,+38d17m40.95s,38.2947076,1179.0100000,33.5100000,-31.7400000,2016-05-06
Kepler-1551 b,Kepler-1551,1,1,1,0,Transit,2016,Kepler,24.49736980,0.00020940,-0.00020940,0,,,,,2.660,0.910,-0.420,0,,,,,,,,,,,,,,,,,,,,,,,,,,6136.00,242.35,-164.67,0,1.22,0.42,-0.18,0,1.14,0.17,-0.09,0,19h43m08.53s,295.7855238,+39d54m28.42s,39.9078956,1463.7200000,53.0450000,-53.0450000,2016-05-06
Kepler-1552 b,Kepler-1552,1,1,1,0,Transit,2016,Kepler,184.77185300,0.00154600,-0.00154600,0,,,,,2.470,0.110,-0.100,0,,,,,,,,,,,,,,,,,,,,,,,,,,5202.00,85.40,-75.40,0,0.78,0.02,-0.02,0,0.85,0.03,-0.04,0,19h26m42.45s,291.6768669,+38d52m29.69s,38.8749152,769.0960000,13.1565000,-13.1565000,2016-05-06
Kepler-1553 b,Kepler-1553,1,1,1,0,Transit,2016,Kepler,4.24261881,0.00002781,-0.00002781,0,,,,,1.150,0.100,-0.090,0,,,,,,,,,,,,,,,,,,,,,,,,,,5288.00,98.79,-66.74,0,0.81,0.06,-0.05,0,0.85,0.04,-0.05,0,19h27m40.59s,291.9191348,+39d01m19.84s,39.0221769,692.5940000,11.7265000,-11.7265000,2016-05-06
Kepler-1554 b,Kepler-1554,1,1,1,0,Transit,2016,Kepler,198.08877400,0.00245600,-0.00245600,0,,,,,2.900,0.230,-0.270,0,,,,,,,,,,,,,,,,,,,,,,,,,,5297.00,102.50,-97.44,0,0.81,0.06,-0.06,0,0.84,0.05,-0.06,0,19h06m18.24s,286.5760160,+41d44m29.67s,41.7415762,946.8470000,31.6430000,-29.6950000,2016-05-06
Kepler-1555 b,Kepler-1555,1,1,1,0,Transit,2016,Kepler,8.10501635,0.00008122,-0.00008122,0,,,,,1.610,0.460,-0.170,0,,,,,,,,,,,,,,,,,,,,,,,,,,5866.00,71.46,-82.62,0,1.06,0.30,-0.10,0,1.04,0.06,-0.06,0,19h10m32.51s,287.6354587,+45d42m57.72s,45.7160327,2013.2700000,122.2300000,-109.2700000,2016-05-06
Kepler-1556 b,Kepler-1556,1,1,1,0,Transit,2016,Kepler,8.82713457,0.00004025,-0.00004025,0,,,,,1.960,0.400,-0.150,0,,,,,,,,,,,,,,,,,,,,,,,,,,5608.00,69.12,-91.90,0,0.95,0.19,-0.07,0,0.97,0.05,-0.05,0,19h13m35.27s,288.3969751,+40d12m47.48s,40.2131892,944.5400000,25.0215000,-25.0215000,2016-05-06
Kepler-1557 b,Kepler-1557,1,1,1,0,Transit,2016,Kepler,3.74032496,0.00002165,-0.00002165,0,,,,,1.530,0.500,-0.210,0,,,,,,,,,,,,,,,,,,,,,,,,,,6099.00,112.00,-191.52,0,1.17,0.38,-0.15,0,1.11,0.14,-0.10,0,19h35m31.53s,293.8813592,+46d50m19.74s,46.8388172,1380.1600000,45.5250000,-45.5250000,2016-05-06
Kepler-1558 b,Kepler-1558,1,1,1,0,Transit,2016,Kepler,3.50470358,0.00001612,-0.00001612,0,,,,,0.680,0.060,-0.040,0,,,,,,,,,,,,,,,,,,,,,,,,,,5101.00,59.21,-59.69,0,0.79,0.04,-0.04,0,0.83,0.04,-0.04,0,19h07m16.66s,286.8194349,+46d54m42.42s,46.9117837,325.7370000,1.5315000,-1.5315000,2016-05-06
Kepler-1559 b,Kepler-1559,1,1,1,0,Transit,2016,Kepler,0.97191543,0.00000379,-0.00000379,0,,,,,0.720,0.070,-0.050,0,,,,,,,,,,,,,,,,,,,,,,,,,,5316.00,98.57,-97.87,0,0.82,0.06,-0.05,0,0.86,0.04,-0.05,0,19h29m08.80s,292.2866565,+42d04m21.34s,42.0725948,614.8270000,9.5220000,-9.5220000,2016-05-06
Kepler-156 b,Kepler-156,1,1,2,0,Transit,2014,Kepler,4.97345600,0.00000800,-0.00000800,0,0.054000,,,0,2.300,0.170,-0.170,0,,,,,,,,,,,,,,,,,,,,,,,,,,5094.00,100.00,-100.00,0,0.81,0.05,-0.05,0,,,,,19h21m11.14s,290.2964214,+37d44m57.94s,37.7494271,443.4830000,3.4940000,-3.4940000,2014-05-14
Kepler-156 c,Kepler-156,1,1,2,0,Transit,2014,Kepler,15.90680100,0.00004500,-0.00004500,0,0.117000,,,0,2.550,0.190,-0.190,0,,,,,,,,,,,,,,,,,,,,,,,,,,5094.00,100.00,-100.00,0,0.81,0.05,-0.05,0,,,,,19h21m11.14s,290.2964214,+37d44m57.94s,37.7494271,443.4830000,3.4940000,-3.4940000,2014-05-14
Kepler-1560 b,Kepler-1560,1,1,1,0,Transit,2016,Kepler,3.03195744,0.00001306,-0.00001306,0,,,,,0.890,0.180,-0.090,0,,,,,,,,,,,,,,,,,,,,,,,,,,5815.00,103.32,-136.29,0,1.02,0.20,-0.10,0,1.02,0.06,-0.06,0,19h31m08.30s,292.7846013,+43d12m57.64s,43.2160100,502.4970000,4.2660000,-4.1950000,2016-05-06
Kepler-1561 b,Kepler-1561,1,1,1,0,Transit,2016,Kepler,1.00520701,0.00000510,-0.00000510,0,,,,,1.090,0.260,-0.180,0,,,,,,,,,,,,,,,,,,,,,,,,,,5957.00,196.63,-233.87,0,1.11,0.27,-0.15,0,1.07,0.12,-0.09,0,19h47m41.66s,296.9235822,+43d33m59.27s,43.5664628,839.0760000,18.9350000,-18.1310000,2016-05-06
